ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month
7076,80000,2,1,1,29,1,1,1,0,1,1,51320,6159,44931,47802,15373,42039,9758,2327,16629,11931,5186,7647,0
7077,50000,1,2,3,54,2,0,3,1,-1,0,27135,18079,11401,15961,0,1578,4682,6085,1756,3444,0,677,0
7078,500000,2,2,2,61,-1,-1,0,0,-1,-2,10295,117872,107976,192708,10890,9530,3008,40110,24615,49190,4529,2558,0
7079,20000,1,1,2,53,0,-1,-1,0,-2,-1,10514,3922,0,4264,622,0,3532,1145,0,770,151,0,0
7080,500000,1,2,1,62,-1,-2,-2,-2,-2,-2,70963,7827,95484,97374,9546,3192,22210,2406,17968,25830,2669,1201,0
7081,200000,2,2,1,67,-2,-2,-2,0,-2,-2,60840,32050,6996,68379,23358,2829,29997,13823,2636,18884,8216,781,0
7082,200000,1,1,1,63,-2,-1,-1,-2,-1,-2,58008,2510,25864,22390,1446,26698,23227,529,6623,6690,404,10207,0
7083,200000,2,2,1,54,-1,1,-1,-2,-1,-2,46390,82542,39448,7184,2677,35265,11990,34757,8629,2314,711,11192,0
7084,50000,1,1,1,23,2,2,3,1,1,3,12392,8021,36963,15193,550,50569,3050,2272,6386,4498,83,5829,1
7085,120000,1,3,1,38,-1,0,-2,-2,-2,-1,5183,46011,38291,1403,39055,44537,1695,14867,18332,503,7718,18440,0
7086,200000,2,2,2,42,-2,-2,-2,-2,-2,0,136505,58864,2997,5579,1912,92734,63027,22414,1188,1794,731,17765,0
7087,200000,2,2,2,57,-1,-1,-2,-2,-1,-2,9965,12137,27329,29904,6433,18065,3793,3159,6126,14118,2368,6827,0
7088,50000,2,2,1,64,-2,-1,-1,0,1,-1,1214,12186,0,523,8108,20166,431,4042,0,186,2931,6126,1
7089,50000,2,2,1,53,0,1,-1,2,-2,1,9879,23982,5541,39653,14685,8827,4148,3082,1510,8021,4787,2803,0
7090,50000,2,2,2,39,0,-1,-2,-2,-2,-2,4237,6976,4491,13936,5422,1704,1375,1607,1234,4000,2007,655,0
7091,80000,1,3,2,61,-1,1,-2,0,0,-1,22601,8711,16598,30004,31596,25542,8206,1028,7674,9058,11905,9045,0
7092,120000,2,2,2,56,0,-1,-1,-1,-1,-2,5152,0,1474,9713,27187,13731,2062,0,531,2881,8992,4971,0
7093,200000,1,1,3,61,0,-1,1,-2,0,-2,18122,17325,69731,1304,73220,0,6316,4843,14532,400,34805,0,0
7094,200000,2,2,1,51,-2,-1,0,0,-1,0,17509,30969,34807,30317,17370,129278,6430,9278,9612,7259,6242,29950,0
7095,120000,2,1,2,53,1,-2,1,-1,-1,-2,38014,5630,68124,20512,33327,7045,9076,2067,11675,6710,9417,2180,0
7096,50000,1,2,2,38,2,1,4,3,2,2,21913,21099,14192,31992,31071,19455,1062,7272,1406,4449,6845,4209,0
7097,80000,2,2,2,41,-1,1,1,-1,0,0,14926,39707,40639,1451,37634,31644,2497,4919,6073,388,8191,10344,0
7098,50000,2,2,2,35,-1,-2,0,0,0,-2,0,0,15272,1672,18815,5168,0,0,4411,491,1908,1458,0
7099,50000,1,1,2,34,-2,-2,-2,-2,-2,-2,18979,1505,7783,960,3798,8938,5799,539,2480,395,990,2782,0
7100,20000,2,1,1,54,0,0,1,1,2,1,5087,5335,10044,7196,9998,8426,1432,1294,2472,4031,0,1752,1
7101,50000,2,1,1,40,-1,-2,-2,-2,-2,-1,0,14521,9892,23090,1773,13214,0,5382,4315,7459,565,1824,0
7102,50000,1,2,1,27,0,4,1,-1,-1,0,15782,36380,26381,6605,7703,7430,3443,6267,6162,2795,2169,1796,0
7103,120000,2,2,2,22,-1,0,1,1,1,-1,7396,17306,29918,0,48430,4772,1397,6457,1551,0,10314,1986,1
7104,20000,2,2,2,64,1,0,0,1,1,0,12276,5409,3743,7682,8661,5819,1731,1436,1577,1734,1490,2235,0
7105,50000,1,1,1,43,1,0,-1,-1,0,-2,29609,1951,11837,10033,15744,2148,4922,345,3954,1740,3411,846,1
7106,20000,1,1,2,50,1,0,-2,0,-1,2,9411,2057,2258,4010,0,16422,1447,350,569,1099,0,3605,0
7107,120000,2,2,2,67,1,0,-1,-1,1,-1,25516,0,0,59664,23979,35153,6339,0,0,13019,4991,10411,0
7108,120000,2,2,1,26,1,1,-1,0,-1,-2,8961,38083,2286,39206,21394,24325,3298,10881,890,9980,5925,5821,0
7109,50000,2,3,2,68,2,-2,-2,-1,2,-1,3872,2088,20333,376,19418,10553,1003,1032,6577,107,4499,2964,0
7110,20000,2,1,1,56,2,-1,2,0,-1,-2,18240,3476,3569,9015,8799,4939,4835,700,732,2807,2465,1372,1
7111,500000,2,1,2,53,-1,0,-1,-1,0,-1,148250,10706,11264,82652,137593,138220,49297,3395,3393,19178,57508,54273,0
7112,120000,2,2,2,42,1,0,2,3,-1,0,71732,7414,43813,71931,1225,29580,10465,2590,14959,14207,424,11140,0
7113,120000,1,2,1,57,2,-1,-2,-2,-2,0,23477,28229,19015,742,6346,24727,9138,9593,10381,276,2868,8173,0
7114,80000,2,2,2,31,-2,-1,-2,-2,-2,-2,14560,32346,153,6241,24274,2704,4725,9755,65,2142,8942,650,0
7115,200000,1,1,2,36,1,0,0,-2,2,1,12626,40000,100876,1094,41045,64061,3877,10222,42037,419,6609,17848,1
7116,300000,2,1,1,70,-2,-1,-2,-1,-1,-1,31551,26789,12943,22978,44544,24812,5394,7782,3003,6554,15552,5974,0
7117,80000,1,2,1,35,1,0,1,0,-2,0,28038,3514,38383,6289,7831,9330,6669,1055,8295,1157,2783,3454,0
7118,120000,1,2,2,57,0,0,1,2,0,0,23289,28083,63523,79413,0,3248,6200,10556,11333,15154,0,1050,1
7119,50000,2,2,2,68,-2,-2,-2,-2,-2,-2,5063,5397,2638,1164,0,2018,1663,1347,1069,364,0,688,0
7120,120000,1,2,2,51,0,1,0,-2,1,-1,52569,15419,41448,30373,25549,11785,8825,3317,15632,12854,8075,4587,0
7121,80000,1,2,1,36,0,1,-1,-1,0,-1,5348,39571,34648,27920,53460,2994,1582,14466,10369,9641,19586,1055,0
7122,20000,2,1,2,64,0,-1,-2,0,-1,0,8601,0,6461,3028,312,2588,3247,0,2120,1117,87,1037,0
7123,500000,2,4,2,63,-2,-2,-1,-2,-2,-2,7979,74422,8469,26845,42692,89451,4133,28700,2740,8813,12590,38117,0
7124,300000,1,1,1,48,0,0,0,0,1,-1,90583,73383,73633,73874,201267,45242,37311,4689,16280,15098,66468,14674,0
7125,50000,1,1,1,26,-1,-2,-1,-2,-1,-1,11841,7274,11782,2379,3800,17692,4927,2266,2144,1053,1205,6882,0
7126,500000,2,3,2,43,1,0,-1,0,0,-1,217850,26771,182101,223258,5310,214693,83155,5541,71739,78072,1499,64345,0
7127,50000,2,1,2,43,-2,-2,-2,-2,-2,-2,4569,11502,4757,2422,0,4357,2266,5062,1474,1007,0,1377,0
7128,80000,1,2,1,30,2,0,-1,0,-1,-1,64989,23122,16956,25480,7239,4089,8845,4316,5005,7599,2177,1352,1
7129,300000,1,1,2,41,0,0,0,0,-1,0,144814,7585,111837,73073,75909,119948,43463,1450,37460,20029,25456,29789,0
7130,50000,2,2,1,28,2,0,1,0,0,1,4177,5904,23055,13782,28411,11874,450,1235,3702,4301,6373,4290,0
7131,80000,1,2,2,56,-1,0,-2,0,-1,-1,6002,10393,7684,1437,12817,16040,2149,2468,3839,430,3635,3357,0
7132,120000,2,3,1,43,-1,0,1,-1,0,0,46585,35138,68704,8350,17105,31463,13757,8618,19536,3359,4547,6779,0
7133,20000,1,2,2,58,-1,1,0,-1,-2,1,0,9400,1418,7167,635,13242,0,1857,318,2812,180,2047,0
7134,80000,2,2,2,44,-1,0,0,0,-1,-2,13475,0,1164,26320,32748,7905,3949,0,432,7112,12200,2646,0
7135,50000,2,1,2,57,-2,-2,-2,-2,-2,0,870,4886,6677,47,24820,30784,130,1280,3210,17,11062,8064,0
7136,120000,1,3,3,58,-2,-2,0,-2,-2,-1,34503,17759,10989,8334,4375,10817,6807,6842,1520,2731,1364,3640,0
7137,20000,2,3,1,29,-2,-2,-2,-1,-1,-2,0,228,4872,8877,4925,10685,0,65,433,2207,603,4500,0
7138,50000,1,3,1,43,2,3,3,2,3,0,15314,27534,16603,31155,29950,15818,2390,181,2638,10424,3754,5794,0
7139,200000,2,1,1,59,-2,-2,-1,-2,-2,-1,22024,24888,33883,46047,0,15047,9510,8383,10748,22034,0,3821,0
7140,20000,2,2,2,51,1,3,3,2,0,1,9290,3583,10033,11980,7333,344,2156,756,1970,2994,1827,103,1
7141,80000,1,2,2,32,-2,-1,-1,-2,0,-1,3538,34482,9164,29834,0,38442,789,8213,4008,11140,0,5558,0
7142,200000,2,3,1,63,-2,-2,-2,-2,-1,0,19018,65065,8276,53883,2303,61730,4525,23199,3095,15597,737,13096,0
7143,200000,2,1,2,31,0,-2,-2,-1,-1,-2,44771,4497,1310,2108,41656,7244,10130,1398,435,470,9546,1982,0
7144,20000,2,3,2,71,0,-1,-1,-1,-2,-2,1754,2737,0,10484,7734,3413,360,733,0,2184,2843,1191,0
7145,300000,1,2,2,57,0,0,0,0,0,-2,87175,68855,3667,111757,81270,18817,23792,22564,1462,36899,34018,5809,0
7146,200000,2,3,1,37,0,0,-1,2,-1,0,42528,31695,48135,104924,126366,10094,12765,10493,8528,34296,30350,2219,0
7147,50000,1,2,3,30,-1,-1,0,0,-1,1,4009,17137,5738,28210,0,20377,1371,3810,2184,9159,0,3234,1
7148,200000,2,3,2,66,1,4,5,-1,2,3,54512,83442,105760,42817,103965,117923,14350,5076,8436,14014,32640,10311,1
7149,200000,1,2,3,47,1,-2,0,-1,-1,-2,42416,5017,33748,52290,65638,0,13391,2038,12454,11777,20527,0,0
7150,120000,2,1,2,62,0,1,1,0,-1,-1,35158,50336,28780,30872,3837,68287,12664,8007,5160,6418,1188,40860,0
7151,120000,2,2,1,63,0,-2,-1,0,-2,-1,1890,32021,6906,29393,26428,1815,388,8860,1694,11272,9152,546,0
7152,200000,1,3,2,24,-1,-2,-2,0,-1,-1,50139,52952,44091,40168,106457,61015,8314,17261,18223,15282,41516,15855,0
7153,500000,2,1,2,55,-1,-2,-2,-1,-2,0,42517,19315,10404,7561,12985,195384,11084,5821,4610,1553,5816,45352,0
7154,120000,2,2,1,38,2,0,1,1,1,0,55883,12585,78699,50028,29618,24410,12108,2991,28612,16681,12353,9917,0
7155,200000,1,4,2,67,0,0,0,0,-1,-1,44263,36713,53158,109965,7560,43214,10532,9461,8507,26475,3184,9835,0
7156,200000,2,3,2,32,1,1,0,1,2,1,95037,126308,30467,67845,40191,76184,28096,28452,9503,12811,8984,19183,0
7157,300000,2,2,2,22,0,-2,-1,-2,0,0,156180,28726,111437,28967,147810,27636,27085,10520,42881,8741,31814,9673,0
7158,500000,1,3,1,54,1,0,-1,0,-2,2,343977,383710,56234,54343,81885,278643,127762,109929,10769,18951,30047,64415,0
7159,50000,2,1,2,49,1,0,0,-2,0,0,24808,19467,10102,6316,5798,7087,7634,8132,1532,1792,2082,1999,0
7160,50000,2,2,2,49,1,1,0,2,1,-1,12286,36234,7476,27572,23981,59,2631,10663,2273,7186,7411,19,1
7161,120000,1,2,1,34,-1,0,-2,-2,-1,-2,40000,28092,85828,6168,2019,3274,10156,7686,31425,2218,592,1048,0
7162,80000,2,3,1,46,-1,-1,-2,-1,0,-2,3078,2357,704,2803,24568,19880,932,1051,262,938,3009,7928,0
7163,120000,2,2,1,70,1,0,-1,1,1,2,61141,85690,15418,6471,38804,65126,20593,17872,4321,1328,12115,14156,0
7164,200000,1,1,2,59,0,2,3,1,1,2,60483,44179,160737,17635,83294,117063,15003,16065,21302,3745,25881,34440,0
7165,300000,2,2,1,71,-1,-1,-2,-1,-1,-2,9019,56712,35329,48439,25155,144359,2421,29450,17684,20891,8453,55971,0
7166,80000,2,2,1,37,3,0,0,0,2,1,38898,21694,27525,41836,32921,26675,6791,7571,6873,13191,10791,6753,1
7167,200000,2,3,1,65,1,0,2,3,1,0,85180,28353,124985,101672,107385,63481,12314,7587,28339,23912,21619,12723,0
7168,50000,2,2,2,40,-2,0,1,1,1,0,6676,17648,22475,21462,14962,12945,2911,6307,3569,4000,3402,3322,1
7169,80000,1,3,2,68,-2,0,1,-2,-1,-2,15496,18534,23200,1423,17887,621,6193,7000,7604,622,4664,207,0
7170,20000,1,2,2,65,-1,-1,-2,-2,-2,-2,9653,225,5152,815,785,0,3740,53,1810,277,216,0,0
7171,80000,1,3,2,29,-1,0,-1,2,-2,0,7992,6695,9247,16046,5249,7113,3403,2301,3343,5404,1710,2920,0
7172,120000,2,2,1,70,-2,-1,-2,-2,-1,-1,4911,27038,13534,393,6703,16013,1408,8020,6360,123,2489,7467,0
7173,200000,2,1,2,51,-2,1,0,-1,-2,0,33201,41116,19730,1202,6098,18949,11661,7381,5489,307,2128,5341,0
7174,120000,2,2,1,60,0,0,-1,-2,0,-2,55710,18312,5590,0,23357,2025,15177,5601,2900,0,3129,673,0
7175,50000,2,3,1,50,2,-1,0,-1,-2,-1,34425,1070,9448,4066,9327,6971,11592,344,3775,1441,2444,1093,0
7176,20000,2,1,1,32,0,-2,-1,-2,0,-2,8539,0,0,5016,2910,0,2107,0,0,1224,512,0,0
7177,20000,1,2,1,71,0,0,-2,0,-2,-2,12359,3087,0,7380,6317,6807,1690,1210,0,1761,2905,1619,0
7178,500000,2,1,1,26,0,0,-1,1,0,-1,99366,10541,153993,240380,147959,36437,24165,3112,36146,62997,34250,9455,0
7179,300000,1,3,2,62,0,-1,-1,0,0,-2,164532,25239,7169,65565,191224,12644,57731,9635,1907,19591,59026,5667,1
7180,50000,1,1,1,31,1,-1,1,0,-1,2,9323,8589,10199,23720,6602,17259,2681,3345,1310,7073,1827,3093,0
7181,50000,1,2,1,61,-2,0,-1,-2,-2,-1,0,19497,12518,3121,1949,17018,0,4382,4932,975,485,6271,0
7182,80000,2,2,2,42,2,0,0,1,-2,-1,17526,11838,13071,37060,1615,1816,3147,5385,4403,12955,305,516,0
7183,120000,2,1,2,33,1,1,-1,1,0,0,30262,23607,27295,36266,18166,28831,8239,9762,8814,5267,6367,5443,0
7184,50000,1,2,2,33,1,-1,0,1,1,0,16135,19051,19169,764,14079,6186,4683,4546,6679,261,4130,1611,0
7185,20000,2,3,1,37,-1,-1,-1,-2,0,0,0,5138,0,4923,10217,1299,0,1640,0,1805,4227,342,0
7186,80000,2,2,2,66,0,-1,0,-2,-1,0,24088,19998,6103,2408,1136,22482,6072,6643,1515,928,339,9183,1
7187,50000,2,4,2,60,0,-2,1,-1,1,-1,21703,15935,9759,0,33158,14315,6023,4785,2991,0,11196,4690,0
7188,50000,1,3,2,55,-1,0,-1,-1,-2,-2,9995,27234,13176,16109,10495,0,2711,6843,3659,7128,2843,0,0
7189,50000,1,2,1,53,2,2,3,2,2,2,22242,31516,19968,28901,13676,21289,6510,12714,5332,6670,1125,4927,1
7190,120000,1,2,2,42,-2,-2,-2,-2,-2,-2,27357,1631,8713,20310,14582,2687,9286,510,3177,4230,3556,1038,0
7191,80000,2,3,1,66,-1,-1,-1,-2,-1,-2,0,2315,6395,9899,11467,6230,0,1092,3158,3400,5440,1663,0
7192,50000,2,2,2,34,1,2,0,1,0,-1,18216,10082,21086,4051,21442,26934,7755,3120,6507,1155,5561,8981,0
7193,120000,1,2,2,69,-1,-2,-1,-2,-2,-1,1108,30644,0,1550,3254,28918,284,11907,0,512,689,5607,0
7194,80000,1,3,1,40,-1,0,-1,-2,0,0,18741,14684,0,0,13461,24540,4564,5707,0,0,4482,6167,0
7195,200000,2,3,1,38,1,0,0,0,2,-1,54728,17176,56154,61233,48295,4239,8139,6111,17400,11127,9378,1531,0
7196,500000,2,2,2,45,0,0,1,1,-1,1,162286,153491,296297,128397,156311,301012,36519,50740,70459,21003,44025,84263,0
7197,20000,1,1,2,59,-1,0,0,-2,-1,-2,5146,8305,5988,2437,0,931,1928,3032,2077,1059,0,345,0
7198,300000,2,2,2,57,1,0,0,2,0,-2,78920,104093,41858,108169,125034,8848,9353,25304,16012,22558,19043,2937,1
7199,200000,2,2,2,60,-1,-2,0,-2,-2,-1,8077,3317,58617,8146,6413,6178,2648,1120,17459,3483,2878,2298,0
7200,120000,2,2,1,25,-2,0,-1,2,-1,-2,7290,59768,40688,64772,49728,36953,2211,10263,15896,14908,18029,10668,0
7201,80000,2,2,2,29,-1,1,1,-1,0,1,2768,26580,41615,23304,32614,49134,692,8172,10712,6995,12044,12518,0
7202,50000,2,2,2,64,1,1,1,1,3,2,12649,1483,25780,14999,36977,34747,1339,293,4990,1942,10928,7370,0
7203,20000,2,2,1,71,-1,-2,0,-2,-1,0,0,0,3271,789,0,8087,0,0,432,284,0,3515,0
7204,500000,2,2,1,27,-1,-2,-1,-2,-2,-2,9944,11068,237087,101024,66603,26764,1769,4444,106716,30562,25089,10849,1
7205,120000,1,2,2,67,2,0,1,1,0,-2,70064,45216,24632,53131,31380,6485,13140,11857,9327,12320,11321,3156,1
7206,80000,1,3,1,34,1,-2,1,-1,0,-1,18267,17972,37083,28749,26437,10996,4974,8724,6419,12068,5698,2888,0
7207,120000,1,1,1,70,1,0,0,-1,-2,-2,67773,11413,18635,38923,26680,0,4356,4040,2740,9507,10946,0,1
7208,20000,1,3,1,71,-1,-1,-2,-2,-2,-2,0,7659,2580,4729,3049,371,0,3293,849,2288,1069,197,0
7209,50000,2,2,2,53,1,-1,-2,0,-2,0,21382,21287,0,11904,2928,13506,1856,6647,0,3231,632,3336,0
7210,120000,1,3,2,30,0,2,2,0,1,1,26649,63965,97558,31804,82361,24381,11333,15257,11505,11950,37553,3417,1
7211,80000,2,3,1,61,-2,-1,-2,2,0,-1,10985,0,0,38035,44040,9003,3674,0,0,7544,15563,2392,0
7212,200000,2,1,1,26,1,1,1,1,1,-1,60513,10450,12194,50760,7960,6719,10647,530,4348,8434,2251,1536,0
7213,120000,2,4,2,38,0,0,1,0,0,-2,28338,37407,27239,44736,5977,9750,8399,5887,6935,13129,1630,4069,1
7214,120000,1,2,2,53,3,1,0,1,-2,0,95952,37192,6812,47492,22068,58605,9874,9047,1506,7085,8096,28466,0
7215,200000,1,2,2,24,0,-1,-1,-2,-1,0,68084,75776,45391,2255,76753,13794,5832,13896,16131,777,19930,4269,0
7216,20000,1,3,1,41,-1,1,-2,-2,-1,-1,0,4905,0,0,3031,4812,0,902,0,0,843,1459,0
7217,120000,2,3,2,61,2,3,1,1,0,1,13557,64430,54226,49831,61158,71257,2470,14549,9207,9548,16696,17568,0
7218,200000,1,2,2,25,-2,-2,-2,0,-2,-1,624,7884,11349,26462,5201,7665,222,3012,2522,9878,1620,2551,0
7219,50000,1,4,2,39,0,0,1,-1,-2,-1,15244,10736,9902,2338,1598,3062,4066,3632,2932,938,570,1604,1
7220,50000,1,2,2,21,1,0,0,-1,1,-1,16043,17412,7395,2303,27710,10830,2864,3403,1271,502,3918,3517,0
7221,50000,2,1,1,54,-1,1,2,-1,-1,0,0,33516,18179,6160,0,29432,0,10745,4300,2158,0,11150,0
7222,50000,2,1,2,25,2,1,2,1,-1,1,23427,22329,26901,8697,5985,9005,6286,4098,10153,1616,1683,2488,1
7223,80000,2,2,2,35,0,-2,0,1,-2,-2,35152,1210,3393,43302,6698,8860,11283,483,1181,10785,2169,3191,0
7224,20000,1,2,2,47,-1,-2,-2,-2,-1,-2,14822,1093,1222,2797,6762,1640,4617,448,445,1346,2224,655,0
7225,120000,1,2,1,31,2,0,1,1,-1,0,55052,60150,29529,16053,0,46290,16060,27283,10633,5268,0,9578,0
7226,20000,2,2,1,32,-2,0,-2,-2,-2,-2,11377,959,8612,0,0,0,3914,405,3870,0,0,0,0
7227,20000,1,1,1,63,2,1,0,2,-1,2,8818,10564,0,18840,1069,13980,2640,3231,0,4018,166,2984,0
7228,50000,1,2,1,60,0,0,-1,0,-1,-1,22043,16277,14202,12209,8884,32239,8774,4199,3807,3645,3073,11125,0
7229,50000,2,2,1,25,-2,-1,-1,-2,-2,-2,5030,8675,5562,0,4470,6097,2196,2864,1336,0,2037,2242,0
7230,500000,2,1,1,64,-2,-2,-2,-1,-2,-2,136705,14778,6733,11338,10752,10036,52335,5672,1568,3277,5008,2071,0
7231,50000,1,2,1,44,2,0,-2,0,1,0,22889,0,0,10017,16239,13879,2957,0,0,2161,4165,3888,0
7232,50000,2,3,1,28,1,-1,3,-2,2,-1,10483,6139,35409,0,17307,17614,2940,2285,9434,0,3333,5119,0
7233,50000,1,2,3,67,0,-1,-2,-1,-1,-1,3502,7947,0,0,3159,2870,847,3023,0,0,1183,1290,0
7234,80000,1,3,2,38,-1,-1,1,0,-1,-2,6582,34771,50741,4732,28351,8846,2452,13222,17151,1209,5185,2379,0
7235,120000,1,3,1,37,0,-1,0,-2,-2,-2,13126,22291,7583,31080,33104,8727,5371,5129,2388,9837,9481,2901,0
7236,200000,1,1,2,28,-1,-1,0,-1,-2,-1,17280,28969,22864,62399,12130,25731,5318,9141,5096,21608,4776,6087,0
7237,80000,1,2,2,66,3,3,1,1,-1,1,48480,30204,10916,45862,26791,65941,4141,7705,3597,6108,7447,23030,0
7238,120000,2,1,1,35,3,0,0,1,1,3,43675,33230,16230,40136,9708,68858,10093,11439,5004,4394,2883,4442,0
7239,80000,2,2,2,51,1,-2,0,-1,-1,1,48939,6296,36546,5065,14586,25237,11957,2142,12066,1445,4293,6788,0
7240,300000,2,2,1,33,1,0,1,-1,0,1,172991,103416,88456,58617,160128,155337,63644,28847,14834,22573,37630,47041,0
7241,120000,2,2,2,66,0,1,1,0,1,-1,19921,51215,25784,70495,37209,8729,5664,11015,4363,24584,12979,3102,0
7242,50000,1,3,1,61,-1,0,-2,-2,0,-2,17204,28326,3680,0,18659,2165,5322,9353,1285,0,4530,850,0
7243,200000,1,2,2,46,0,-2,0,-2,-2,-2,61270,13562,11155,5988,6996,0,17625,3003,2911,2001,2487,0,1
7244,200000,1,3,1,38,-2,-2,-2,-2,-2,-2,44644,22254,10317,7714,16824,17883,16725,6133,3427,3684,5280,6377,0
7245,80000,2,2,1,54,-1,1,0,0,1,-1,5386,6532,41287,31615,29760,7450,842,1315,16220,12980,10128,2950,0
7246,500000,1,1,2,46,3,3,2,0,0,1,261140,319270,296531,11056,8106,244502,28743,70729,72294,2959,1905,75448,1
7247,300000,1,1,1,68,0,-1,0,1,0,-2,108644,84339,86886,133496,84457,62794,40042,36545,19746,25765,17338,20284,0
7248,50000,2,2,1,55,0,0,-2,0,-1,-2,10233,14180,7710,12429,12305,2901,2331,4419,2767,3090,3920,1041,0
7249,200000,1,2,1,22,-1,0,2,-1,1,-1,18167,51437,72560,27274,44719,776,5680,9624,26604,7501,5814,331,0
7250,120000,2,1,2,62,-2,-1,0,-2,-1,-1,0,14849,0,13266,7684,52073,0,4445,0,4894,2293,21172,0
7251,80000,1,2,2,30,1,1,-2,1,1,-2,34642,56728,10458,24098,21066,679,6583,9736,2564,4543,5068,306,1
7252,80000,2,1,2,36,2,-1,1,-2,2,0,39229,4922,32704,2163,49049,27680,7732,1455,7571,459,11040,9211,0
7253,300000,2,2,2,43,0,1,1,0,-1,1,161471,172693,141431,75633,84748,134325,32013,29718,27487,24375,17776,50436,0
7254,120000,1,2,3,31,2,-2,0,-1,-2,1,34379,11445,65432,38239,1846,36558,3146,3679,19951,11390,603,15254,0
7255,80000,1,1,1,69,0,0,2,-2,1,0,23063,16971,57984,3626,19651,20420,6837,3638,11969,1789,3268,3240,1
7256,20000,2,1,2,70,0,0,0,0,1,-1,2940,8332,2917,361,11845,2214,1202,3704,927,79,1997,913,0
7257,80000,2,2,2,28,0,0,-1,-1,-1,0,0,24537,15740,15401,11095,377,0,7686,4516,4039,2977,110,0
7258,300000,1,2,1,37,1,1,1,2,1,1,90231,53657,53157,169667,181569,64303,27650,9448,10748,30405,24020,17331,1
7259,200000,1,3,2,39,-1,-2,0,-2,-1,-1,34307,46923,24428,95770,0,36354,13700,16301,6746,15672,0,12215,0
7260,20000,1,1,2,55,1,0,1,1,0,1,14823,4815,5065,9344,4826,10194,3875,2029,721,2440,613,2650,1
7261,300000,1,2,2,51,-2,0,-2,-2,-2,-2,19891,36462,25896,53710,1175,30067,6999,12760,10876,16616,328,11787,0
7262,200000,2,2,1,55,-1,-1,1,-1,-2,-2,58951,83089,55692,31224,3734,64174,14517,25152,26496,11324,1543,21456,0
7263,120000,1,2,2,22,0,-2,-2,-1,-2,-2,52544,21383,9923,20317,24534,20357,18025,6541,3269,7448,9008,6921,0
7264,20000,2,2,1,47,1,1,-1,-2,-2,-2,5862,12265,0,10530,3739,314,1566,3336,0,3509,1548,86,0
7265,120000,2,1,2,31,-2,0,-1,-2,-1,-2,4267,50963,3814,45402,28837,26200,1258,12180,1585,16726,6946,7932,0
7266,20000,2,3,1,32,-1,2,3,0,1,0,8130,11964,14739,5249,12282,3806,2356,3630,3049,1561,3359,996,1
7267,50000,1,3,1,60,0,0,-1,-2,-2,-1,34696,16315,9738,10479,1695,12469,6588,7905,1919,1081,777,3580,0
7268,120000,2,2,1,28,1,1,0,0,0,0,54383,60907,20713,8246,28817,34517,15609,15900,3534,3722,10150,5976,1
7269,300000,2,2,2,22,-2,-2,-2,-2,-2,-2,54469,6033,24016,10954,52323,28446,25795,2168,6078,1957,14753,8729,0
7270,50000,1,1,1,45,3,0,2,0,2,3,34757,6075,18245,8884,10623,31869,2941,1133,1664,1822,2172,9479,1
7271,300000,1,1,1,58,1,2,-1,0,-2,-2,114354,111103,88877,94028,89550,2573,37576,37295,20425,16037,33817,602,0
7272,300000,2,1,1,47,1,0,2,0,-1,1,148060,154218,226343,10998,67291,84901,50596,50192,22598,3387,22594,21980,0
7273,20000,2,2,2,29,0,0,-1,-1,2,0,2074,318,592,0,12414,12241,387,45,171,0,4416,3025,0
7274,50000,1,1,1,60,0,0,-1,1,-1,-1,24708,16197,7080,12260,6744,0,2831,5024,3151,4569,2414,0,0
7275,200000,2,1,2,40,2,2,5,0,-2,1,54862,142527,173880,82258,20885,49131,11797,30015,1359,14543,5117,16544,1
7276,200000,1,1,1,57,1,0,-1,-1,0,-1,111225,10160,21804,30666,109343,86774,25704,2979,6043,9033,33620,29381,0
7277,80000,1,1,1,31,-1,-1,0,0,0,-1,11843,7674,4105,30363,32547,1274,3521,2182,1047,5741,10964,396,0
7278,120000,1,2,1,67,-1,-1,-1,-2,-2,-2,27742,45562,21035,3294,4656,29412,11239,14837,5595,1502,1893,10421,0
7279,120000,1,2,1,35,0,2,-1,2,1,1,9342,54655,26436,44478,19073,31973,2352,6890,7521,10434,5144,5594,0
7280,200000,2,2,2,70,0,0,-2,-1,-1,-1,65352,52953,4648,85294,37375,73569,30947,15353,1884,30939,12862,35560,0
7281,200000,1,2,1,40,-2,0,-2,-2,-1,-2,0,39297,8614,10910,6511,34158,0,13640,2544,3344,1098,15582,0
7282,20000,1,2,2,58,-2,-2,0,-1,-2,-2,0,1565,12286,0,0,3530,0,527,2672,0,0,863,0
7283,20000,2,3,2,46,-2,0,-2,-2,1,-1,0,5608,4817,0,10521,3353,0,1263,1814,0,2592,1281,0
7284,20000,2,2,1,24,-1,-1,1,0,-1,-2,58,0,1962,3991,2457,195,17,0,569,1086,595,72,0
7285,300000,2,1,1,26,1,0,0,1,2,0,116749,4931,8564,38475,152321,19337,41869,1841,2577,7381,26679,5221,0
7286,300000,1,3,2,41,-1,3,1,1,0,1,7904,256711,172023,52937,101812,88644,1783,24193,33204,7784,35621,18568,1
